영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
쓰리썸 : 남자 따먹기,유영주,(주)영화사가을,,(주)영화사가을,2023-05-09,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
아낌없이 다 내주는 형수님,,(주)두리컴미디어,,(주)두리컴미디어,2023-10-18,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
아내가 가출했다,최정자,폭풍의 눈,,주식회사 플릭스코,2023-06-08,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
아내가 된 며느리,KH,(주)담화,,(주)담화,2023-07-26,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
아들아 미안하다,문정동 쪼형,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-07-21,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
안마방 어린 세여자의 서비스2,박주이,영화사 레드카펫,,주식회사 루믹스미디어,2023-07-12,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
어게인 남편의 새 여자,정도수,와이키키 픽쳐스,,유한회사 영화사 반딧불,2023-10-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
어게인 아내의 흑심,정도수,와이키키 픽쳐스,,유한회사 영화사 반딧불,2023-10-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
어긋난 삽입! 친구 남친의 대물,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
어린 가정부,조현규,영화사 레드카펫,,주식회사 루믹스미디어,2023-06-21,개봉영화,장편,한국,1,2000,1,0,0,성인물(에로),청소년관람불가,일반영화
어린 처제2,,영화사 레드카펫,,주식회사 루믹스미디어,2023-08-24,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
어쩌다 동거,리차드 킴,영화사 산들바람,,영화사 산들바람,2023-07-07,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
언제나 하고싶어,리차드 킴,영화사 산들바람,,영화사 산들바람,2023-06-12,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
여교사 : 나의 몽정시대 무삭제,한만규,(주)영화사가을,,(주)영화사가을,2023-05-16,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
여기가 바로 섹스민박,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2023-05-16,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
여대생 가사도우미,,,,주식회사 루믹스미디어,2023-08-30,개봉영화,장편,한국,1,6000,1,0,0,,청소년관람불가,일반영화
여대생 스와핑클럽,이현주,영화사 레드카펫,,주식회사 루믹스미디어,2023-06-14,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
여대생 은밀한 알바,조현규,영화사 레드카펫,,주식회사 루믹스미디어,2023-05-24,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
여대생의 은밀한 성욕 분출,남근만,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-23,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
여사장 : 월급대신 떡,,(주)영화사가을,,(주)영화사가을,2023-09-26,개봉영화,장편,한국,1,6000,1,0,0,,청소년관람불가,일반영화
여사친의 젖은 속살,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-12,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
여친의 조력자 무삭제판,윤수현,이야픽쳐스,,(주)가온콘텐츠,2023-06-01,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
연상의 맛 2,하은수,영화사 레드카펫,,주식회사 루믹스미디어,2023-05-10,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
옆집 아저씨에게 빼앗긴 내 여자,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-26,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
옆집 여자의 사생활,나태리,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
외로운 육덕 거유녀,최유진,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-21,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
욕보여진 제수씨,조은우,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
우리동네 미용실 ： 2대1서비스,한마음,주식회사 루믹스미디어,,주식회사 루믹스미디어,2023-08-16,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
우연히 본 친구 여친의 섹스,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-28,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
육덕져서 더 좋아,김오월,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-10,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
은밀한 마사지샵 부부 교환,문정동 쪼형,(주)두리컴미디어,,(주)두리컴미디어,2023-07-25,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
은밀한 마사지샵 부부 교환 무삭제,,(주)두리컴미디어,,(주)두리컴미디어,2023-10-25,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
은밀한 미용실,한마음,영화사 레드카펫,,주식회사 루믹스미디어,2023-07-05,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
음란자매 애인공유,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-07-10,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
음란한 장모의 사위사랑,,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-10-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
이 구역 섹스에 미친X,이타치,(주)영진크리에이티브,,(주)영진크리에이티브,2023-05-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
이대일 : 그녀들의 희망사항 무삭제,김혜성,(주)영화사가을,,(주)영화사가을,2023-06-10,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
이성 잃고 뚫어버린 대물남,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-12,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
이혼한 친구를 맛본 남편,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-11,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
인정받은 여친의 가랑이,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-05,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
일부이처제,리차드 킴,영화사 산들바람,,영화사 산들바람,2023-08-23,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
입양딸 : 여자가 되다 무삭제,민정현,(주)영화사가을,,(주)영화사가을,2023-05-02,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
자위 중독 여대생,성숙희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
자위하는 오빠와 옆집 여동생,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-07,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
잘 싸게 해주는 선생님,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
잘 주는 착한 아줌마들,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-18,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
젊은 변태녀의 성욕,이선애,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
정사 ： 친구의 여동생,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2023-05-25,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
정액계약,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-07-28,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
젖 큰 가정교사와 이대일 2,조현규,주식회사 루믹스미디어,,주식회사 루믹스미디어,2023-08-09,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
젖어버린 늪,이시영,영화사 산들바람,,영화사 산들바람,2023-06-12,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
젖은 처제: 빼앗긴 남편,리윤,(주)담화,,(주)담화,2023-08-25,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
젖큰자매의맛,김레이,스마일컨텐츠,,스마일컨텐츠,2023-10-20,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
주인집 모녀,,폭풍의 눈,,주식회사 플릭스코,2023-08-30,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
죽여주는 거유녀들,서현동,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
중고마켓 : 쎅파 구하기 무삭제,민정현,(주)영화사가을,,(주)영화사가을,2023-05-22,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
중년 여상사의 은밀한 직원 교육,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-24,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
직장 내 부부 교환 섹스,핑마,와이제이스토리,,와이제이스토리,2023-08-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
차가운 아내보다 매력적인 처제,신쥬쿠 조쎈빠이,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,2023-05-25,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
찰떡진 거유 장모와 말뿌리 사위,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-10-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
창녀를 사랑한 남자,이타치,파랑새미디어,,(주)영진크리에이티브,2023-05-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
첫경험의 추억,"한길수,차성민",폭풍의 눈,,주식회사 플릭스코,2023-07-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
청순한연지의은밀한알몸섹스-무삭제,김승환,스마일컨텐츠,,스마일컨텐츠,2023-06-22,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
초자연적 삽입,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
출장 도우미,,주식회사 루믹스미디어,,주식회사 루믹스미디어,2023-10-04,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
취한 김에 덮쳐버린 그녀,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-07,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
친구 남편의 물건에 영광을,문정동 쪼형,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-08-18,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
친구 여친이 내 물건을 만졌다!,신성진,영드래곤 미디어,,영드래곤 미디어,2023-07-11,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
친구부부와 2대2 무삭제,조상훈,(주)영화사가을,,(주)영화사가을,2023-05-15,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
친구에게 공유된 아내,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-26,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
카페여사장의 배달섹스-무삭제,천성준,에이원 미디어,,에이원 미디어,2023-09-22,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
쾌락의 오피스 아내,신쥬쿠 조쎈빠이,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,2023-05-02,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
팬티 속 물건 만지작대는 누나들,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-21,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
하드코어1233,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-07-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
하숙집 : 그녀들의 신음소리 3 무삭제,조필구,(주)영화사가을,,(주)영화사가을,2023-06-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
핫 한 장모님,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-10-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
헌팅녀 섹스의 대가,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-31,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
형수의 딸: 어차피 남이야,김정만,(주)담화,,(주)담화,2023-05-12,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
화끈하게 물 빼주는 강남 언니,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-18,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
훅 들어온 사장님의 대물,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-22,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
흑인에게 미친 여친,이상수,영드래곤 미디어,,영드래곤 미디어,2023-06-22,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
흑인에게 미친 여친 무삭제판,이상수,영드래곤 미디어,,영드래곤 미디어,2023-10-13,개봉영화,장편,한국,1,6000,1,0,0,,청소년관람불가,일반영화
